timestamp,open,high,low,close,volume,volume_quote
1599264000.0,17.608,18.129,17.5,17.583,23881.663,423862.936587
1599350400.0,17.587,17.703,10.2,12.321,695421.075,9630646.869427
1599436800.0,12.324,16.0,11.277,13.368,523442.995,6905557.810036
1599523200.0,13.37,13.653,11.508,13.219,563517.8,7194254.959815
1599609600.0,13.221,15.495,13.206,14.027,877133.403,12444287.019943
1599696000.0,14.043,15.357,13.687,15.084,518817.841,7530659.67669
1599782400.0,15.101,15.67,13.8,13.939,340473.646,5045063.112275
1599868800.0,13.939,15.294,13.483,14.308,174345.177,2451682.318804
1599955200.0,14.297,14.41,13.131,13.917,132860.394,1848710.092491
1600041600.0,13.914,14.3,12.801,13.306,138944.534,1863606.619475
1600128000.0,13.306,14.4,12.421,13.971,397226.428,5442230.931513
1600214400.0,13.971,14.939,12.852,13.045,459664.651,6430032.589307
1600300800.0,13.045,13.047,11.818,12.584,230372.605,2881793.022876
1600387200.0,12.605,12.869,11.751,12.058,163528.786,1985846.562744
1600473600.0,12.036,12.304,10.8,11.22,203521.002,2377139.784843
1600560000.0,11.22,12.231,11.184,11.95,194755.029,2269269.835746
1600646400.0,11.943,12.196,9.772,10.717,251154.3,2709271.688604
1600732800.0,10.693,11.0,8.421,8.808,554514.392,5150278.11048
1600819200.0,8.822,9.102,8.154,8.709,333320.967,2900428.122107
1600905600.0,8.696,9.5,8.3,8.812,570671.094,5033502.506215
1600992000.0,8.813,9.249,8.707,9.225,346664.422,3134035.796753
1601078400.0,9.228,10.492,9.139,9.997,338990.448,3264928.108185
1601164800.0,9.997,10.8,9.954,10.396,226023.607,2316516.768205
1601251200.0,10.398,10.494,9.595,10.028,223667.481,2227730.068929
1601337600.0,10.028,10.5,9.85,10.005,207119.042,2125707.481286
1601424000.0,9.986,10.333,9.929,10.256,191159.379,1937310.819793
1601510400.0,10.259,10.621,10.07,10.36,249872.642,2582370.717958
1601596800.0,10.364,10.971,10.0,10.277,367163.626,3831459.489369
1601683200.0,10.276,10.3,8.9,9.412,311290.221,2936400.914931
1601769600.0,9.412,9.559,9.012,9.08,107649.592,1006020.308279
1601856000.0,9.06,9.289,8.87,9.036,130155.654,1184508.039937
1601942400.0,9.026,9.119,7.98,8.461,382896.589,3229067.128845
1602028800.0,8.465,8.482,6.835,6.931,463618.778,3541996.022687
1602115200.0,6.936,7.8,6.465,7.8,408268.309,2870087.817969
1602201600.0,7.8,7.8,6.985,7.48,421929.2,3118515.244948
1602288000.0,7.483,8.133,7.307,7.907,342420.466,2697190.318319
1602374400.0,7.909,8.099,7.707,7.772,201326.953,1596672.87548
1602460800.0,7.772,8.2,7.56,8.171,208123.843,1637648.583688
1602547200.0,8.17,8.204,7.805,8.013,205471.103,1646594.558739
1602633600.0,8.011,8.174,7.854,7.944,158387.866,1268251.582258
1602720000.0,7.947,8.35,7.73,7.988,218088.552,1737751.799466
1602806400.0,7.988,7.995,7.701,7.897,160408.309,1258386.787754
1602892800.0,7.899,7.899,7.0,7.392,232527.78,1743513.463219
1602979200.0,7.392,7.713,7.359,7.641,110989.479,832613.050111
1603065600.0,7.642,7.73,7.496,7.612,89012.129,677181.8815
1603152000.0,7.615,7.615,6.0,7.306,171855.868,1254131.097892
1603238400.0,7.314,7.499,6.487,7.069,382020.407,2618929.225871
1603324800.0,7.068,7.499,7.061,7.459,241257.051,1767967.994059
1603411200.0,7.458,7.862,7.348,7.718,185600.584,1401993.256529
1603497600.0,7.717,8.936,7.688,8.864,557933.283,4666475.898473
1603584000.0,8.864,10.28,8.571,8.806,1006304.721,9355606.026924
1603670400.0,8.805,9.736,8.25,9.257,709236.385,6352847.581515
1603756800.0,9.25,9.54,8.42,8.623,554572.205,4970112.060507
1603843200.0,8.637,8.77,8.3,8.572,408778.39,3499449.888536
1603929600.0,8.574,8.675,7.723,7.849,442648.215,3584237.432432
1604016000.0,7.86,8.027,7.1,7.387,370952.505,2787052.328385
1604102400.0,7.363,7.84,7.199,7.617,373113.562,2771698.821735
1604188800.0,7.627,7.657,7.181,7.338,213292.951,1575588.316171
1604275200.0,7.327,7.991,7.262,7.674,205400.936,1553255.961509
1604361600.0,7.685,7.762,7.249,7.309,238747.92,1777191.825679
1604448000.0,7.312,7.433,7.151,7.252,189969.028,1385514.787733
1604534400.0,7.253,7.298,6.993,7.168,174557.416,1247483.886363
1604620800.0,7.167,7.533,6.988,7.387,284702.776,2071427.882022
1604707200.0,7.386,8.444,7.37,8.385,342342.256,2714653.41051
1604793600.0,8.374,8.587,7.56,7.858,693946.655,5652185.076674
1604880000.0,7.848,8.416,7.7,8.339,327105.85,2659246.922941
1604966400.0,8.343,8.416,7.931,8.129,257523.823,2105862.929285
1605052800.0,8.13,8.678,8.073,8.596,292723.137,2438497.665784
1605139200.0,8.598,8.835,7.784,7.784,422157.914,3468281.174229
1605225600.0,7.79,7.896,7.367,7.492,236517.606,1802900.643224
1605312000.0,7.496,7.852,7.455,7.776,213046.659,1639506.804603
1605398400.0,7.776,7.78,7.287,7.479,192193.716,1439073.773877
1605484800.0,7.48,7.73,7.401,7.576,220114.536,1665206.303294
1605571200.0,7.57,7.95,7.504,7.71,225612.013,1749478.902484
1605657600.0,7.691,7.989,7.601,7.862,288680.57,2257658.519457
1605744000.0,7.863,7.932,7.099,7.487,458079.336,3409506.245242
1605830400.0,7.496,7.7,7.238,7.594,261747.62,1960011.665818
1605916800.0,7.596,8.005,7.5,7.621,277784.757,2155692.413692
1606003200.0,7.622,8.5,7.5,8.236,569825.245,4583299.128415
1606089600.0,8.229,8.367,7.601,8.028,525249.095,4194381.087138
1606176000.0,8.037,9.34,7.935,9.071,742130.05,6401270.145763
1606262400.0,9.071,9.35,8.457,9.048,773353.095,6894962.297855
1606348800.0,9.046,10.371,8.718,9.677,1234746.062,11959820.449941
1606435200.0,9.691,10.09,8.25,9.131,1510703.181,13583495.328258
1606521600.0,9.137,9.199,8.6,8.846,419100.757,3729974.899008
1606608000.0,8.846,9.027,8.542,8.808,361699.781,3182838.769699
1606694400.0,8.786,9.175,8.662,8.923,269740.15,2420118.608121
1606780800.0,8.935,9.34,8.73,9.183,458106.371,4152457.041148
1606867200.0,9.185,9.607,8.75,9.301,685247.904,6315233.35428
1606953600.0,9.301,12.0,9.178,11.615,1072573.682,11373176.557953
1607040000.0,11.637,13.49,11.595,13.056,1093513.242,13907488.807268
1607126400.0,13.049,14.082,11.2,12.101,1228332.348,15336953.18343
1607212800.0,12.083,14.68,11.833,13.9,1207569.076,16339450.865064
1607299200.0,13.93,13.962,12.883,13.707,710610.471,9577152.429498
1607385600.0,13.719,13.895,12.743,13.133,481830.726,6358122.906307
1607472000.0,13.134,13.162,12.229,12.52,390490.731,4919444.805803
1607558400.0,12.52,14.595,12.388,13.973,787330.288,10880508.301061
1607644800.0,13.956,14.548,13.524,13.745,466486.634,6520476.993012
1607731200.0,13.755,15.317,13.109,14.766,825705.435,11892958.221257
1607817600.0,14.745,17.1,14.739,16.732,933661.613,14878109.013431
1607904000.0,16.692,17.275,15.865,16.923,711047.514,11856409.937328
