timestamp,open,high,low,close,volume,volume_quote
1609891200.0,1.588,4.12,1.588,2.5765,17193068.5,48607557.345614
1609977600.0,2.5764,2.6909,2.2032,2.302,2898056.48,7021177.071109
1610064000.0,2.3183,2.51,2.1155,2.2091,1626050.6,3622275.456087
1610150400.0,2.2102,2.49,2.0,2.2961,1366389.83,3082851.018307
1610236800.0,2.3001,2.3714,2.1536,2.2937,406013.31,904377.38544
1610323200.0,2.2899,2.3,2.0911,2.14,300757.93,664250.8293
1610409600.0,2.1534,2.1798,1.755,1.9482,470423.55,914862.773774
1610496000.0,1.9522,2.1334,1.8607,1.957,310354.67,626292.366359
1610582400.0,1.9713,2.1499,1.9099,2.0711,397390.02,815073.74446
1610668800.0,2.0935,2.2432,2.0556,2.0974,334830.83,712307.026198
1610755200.0,2.0989,2.168,1.9,2.0,299975.19,615219.881648
1610841600.0,2.0125,2.2323,2.0001,2.0678,428586.51,901437.375679
1610928000.0,2.067,2.1946,2.0228,2.125,346601.39,728586.227195
1611014400.0,2.125,2.45,2.0683,2.2371,1582184.21,3562875.963754
1611100800.0,2.2488,2.253,2.14,2.1608,725645.4,1595649.933027
1611187200.0,2.1536,2.6397,2.1,2.2784,2898212.37,6730461.570844
1611273600.0,2.2654,3.75,2.219,3.0923,12958460.93,37689244.574626
1611360000.0,3.0699,3.85,2.8,3.14,14781894.62,47929101.826143
1611446400.0,3.1409,3.1409,2.702,2.82,3523697.26,10170015.826914
1611532800.0,2.82,3.0,2.705,2.7848,2692530.02,7673254.077849
1611619200.0,2.7848,3.4229,2.7641,3.1347,6899182.1,21377319.672483
1611705600.0,3.1498,3.5998,3.0421,3.1029,4355640.92,14392262.762394
1611792000.0,3.0926,3.3,2.756,2.949,1689064.72,5098146.705079
1611878400.0,2.941,3.0609,2.8118,2.9657,1089910.89,3217217.000242
1611964800.0,2.9745,3.0,2.81,2.8914,809118.72,2348378.486673
1612051200.0,2.8653,2.9725,2.7968,2.8785,597421.97,1728173.593512
1612137600.0,2.8782,2.9383,2.753,2.8041,724589.89,2063457.63671
1612224000.0,2.8042,2.98,2.765,2.8528,529886.41,1510351.931509
1612310400.0,2.8528,2.904,2.7939,2.87,394251.52,1124600.098269
1612396800.0,2.87,3.1947,2.8659,2.956,1788072.72,5421369.236533
1612483200.0,2.964,3.038,2.9197,2.9574,636635.39,1892106.247792
1612569600.0,2.9617,3.34,2.926,3.2,1659954.9,5179483.471103
1612656000.0,3.2,3.2297,2.9974,3.0871,690894.99,2127506.511355
1612742400.0,3.0871,3.85,3.0811,3.6017,4102336.3,14347610.901738
1612828800.0,3.6129,3.706,3.2902,3.5348,1308605.66,4561078.151779
1612915200.0,3.5446,3.75,3.438,3.7065,990086.87,3519181.910387
1613001600.0,3.7065,5.98,3.616,4.8091,11142329.56,52756076.278632
1613088000.0,4.79,5.225,3.9022,4.789,3893735.36,17604082.091374
1613174400.0,4.7809,5.0261,4.5776,4.8282,1125909.97,5369264.611804
