timestamp,open,high,low,close,volume,volume_quote
1620777600.0,249.28,2831.02,249.28,364.01,1761392.01,755713587.3946
1620864000.0,364.01,390.0,255.0,258.02,1291354.53,414516365.258
1620950400.0,258.0,346.81,252.0,301.44,815229.63,243652043.4392
1621036800.0,301.48,341.0,291.39,304.13,462179.09,146787243.0804
1621123200.0,304.1,305.03,240.0,246.06,540015.89,147323891.1646
1621209600.0,246.06,263.68,205.07,225.19,507341.61,121367602.5974
1621296000.0,225.16,226.35,184.39,195.59,520889.37,107177068.8932
1621382400.0,195.58,205.82,160.34,163.47,690540.27,125074787.7433
1621468800.0,163.66,179.12,92.0,122.79,1274193.75,174228543.6153
1621555200.0,122.83,224.11,103.63,164.15,3769557.35,665313473.3124
1621641600.0,163.92,186.91,120.0,145.88,2026467.63,320708922.0478
1621728000.0,145.87,169.53,124.76,146.23,1206212.28,173859501.1805
1621814400.0,145.92,165.59,129.0,133.0,646230.78,95946585.4217
