timestamp,open,high,low,close,volume,volume_quote
1616716800.0,0.6927,1.944,0.6927,1.2372,86345329.9296965,129093600.38368589
1616803200.0,1.2372,1.879,1.2371,1.5044,32038372.751926687,48036887.99852552
1616889600.0,1.5044,2.6592,1.46,2.4967,45445625.39795553,90336899.0039269
1616976000.0,2.4968,2.7,1.97,2.1289,28223122.36890256,63636137.73399686
1617062400.0,2.1289,2.2198,1.8,1.8379,15134972.003231924,29902374.559921063
1617148800.0,1.8387,1.9318,1.56,1.6363,13224030.16964707,23243183.908050556
1617235200.0,1.6331,1.983,1.498,1.8663,20434323.446874756,34841234.017703764
1617321600.0,1.8663,1.8673,1.5517,1.562,8997202.734096728,15054698.805427486
1617408000.0,1.5645,1.78,1.55,1.6131,7117127.240118053,11903485.587159045
1617494400.0,1.6116,1.7565,1.5428,1.5444,5482771.566042706,9089045.989290126
1617580800.0,1.5444,1.6688,1.482,1.4841,5625793.239387815,8854640.669369759
1617667200.0,1.4836,1.58,1.2314,1.3962,14513796.456438107,20668100.530243818
1617753600.0,1.4006,1.4441,1.2905,1.3811,9059428.674345018,12416328.152831538
1617840000.0,1.3815,1.5165,1.2555,1.3529,11289313.614089401,15649155.116640631
1617926400.0,1.353,1.6769,1.336,1.5799,11632437.738326285,17547583.25432882
1618012800.0,1.5802,1.99,1.5082,1.8633,16799042.635528333,29629340.734129086
1618099200.0,1.8629,1.98,1.6639,1.7552,12456255.51056788,22705472.09305018
1618185600.0,1.7543,1.85,1.6831,1.7277,5740112.714594879,10078363.837940378
1618272000.0,1.7248,1.7535,1.5845,1.6516,4752742.426850331,7940605.358839813
1618358400.0,1.6537,1.6945,1.5072,1.5072,3962424.7618844174,6359037.398849155
1618444800.0,1.5072,1.5749,1.4619,1.5287,5466111.37009828,8244911.595766791
1618531200.0,1.5288,1.635,1.48,1.5387,4557933.35180808,7181795.00917135
1618617600.0,1.5459,1.5608,1.4,1.4237,5530303.654206614,8127603.6592641985
1618704000.0,1.4237,1.48,1.39,1.4008,4349504.913238612,6242970.325683467
1618790400.0,1.4009,1.4022,1.0114,1.3247,11491059.755312659,13920563.313157953
1618876800.0,1.3247,1.3342,1.15,1.2469,6787806.011639584,8452233.5534498
1618963200.0,1.2451,1.293,1.0888,1.2222,7626315.965729768,8980221.889695212
1619049600.0,1.2227,1.34,1.15,1.191,6203502.3895290345,7619280.038100742
1619136000.0,1.1891,1.2015,0.95,0.9762,8591366.711857203,9399822.291299269
1619222400.0,0.9761,0.9762,0.7431,0.9344,10636784.307924801,9067612.19822903
1619308800.0,0.935,0.9354,0.8108,0.8421,5500579.507084881,4776956.722844728
1619395200.0,0.8402,0.9068,0.81,0.839,3708935.4967030324,3181244.29919346
1619481600.0,0.8454,1.0432,0.8382,1.0037,7328266.90959879,7011502.792120468
1619568000.0,1.0012,1.0912,0.9621,0.9979,6024855.207256515,6152221.196949464
1619654400.0,0.9979,1.0845,0.9505,1.0091,7778053.502542302,7841419.656680001
1619740800.0,1.0097,1.1388,0.9845,1.1041,12982452.459915224,13782389.889048565
1619827200.0,1.1083,1.144,1.051,1.0802,6392977.165922264,6982126.421788313
1619913600.0,1.0802,1.15,1.0607,1.0995,4763191.6613860475,5211430.515514827
1620000000.0,1.0995,1.0995,1.001,1.0141,3632843.1845804425,3792148.7506026533
1620086400.0,1.0141,1.0601,0.9755,1.0023,4079980.5926021463,4180376.520475579
1620172800.0,1.0023,1.0025,0.855,0.9003,5649191.062710867,5224732.252778172
1620259200.0,0.9017,0.9579,0.8705,0.9105,5355960.860726355,4859510.198578615
1620345600.0,0.9093,1.0,0.89,0.9051,7036247.747659818,6642227.15255719
1620432000.0,0.9066,0.9826,0.8515,0.9259,5921790.614917263,5436642.744504265
1620518400.0,0.9273,0.9553,0.8128,0.8481,5242685.782667616,4662293.683193154
1620604800.0,0.85,0.8772,0.782,0.8461,5954036.703218158,4926344.349706256
1620691200.0,0.845,0.93,0.75,0.7691,13365045.404257072,10853407.786858622
1620777600.0,0.7686,0.85,0.76,0.7891,6991389.428403545,5570122.702120184
1620864000.0,0.7879,0.8377,0.6927,0.6929,7019245.0794537235,5558986.015456709
1620950400.0,0.6931,0.78,0.6103,0.6684,13616837.82034676,9269474.71622195
1621036800.0,0.6693,0.8911,0.6635,0.8473,7991178.376544427,6038289.050139171
1621123200.0,0.8482,0.9988,0.7744,0.8704,18572495.323996957,16122564.737970814
1621209600.0,0.871,1.1258,0.8382,0.97,27261236.43499496,27144183.12081656
1621296000.0,0.975,1.2,0.85,1.1734,23891614.880498406,25225868.958894107
1621382400.0,1.1733,1.4,1.01,1.2461,28651995.016344566,34600257.48834192
1621468800.0,1.2445,1.276,0.618,0.7832,29383070.66276542,29060765.189287875
1621555200.0,0.7828,0.9834,0.7,0.913,15853472.60588107,14039199.41496667
1621641600.0,0.9133,1.0361,0.653,0.7378,17485604.155432478,14343820.023592595
1621728000.0,0.7396,0.772,0.6532,0.7009,11285532.134818546,7990496.141248842
1621814400.0,0.7021,0.7148,0.5127,0.5388,5806119.614730207,3497794.3547329023
