timestamp,open,high,low,close,volume,volume_quote
1594857600.0,2.1,4.99,1.9475,2.127,96193.61427587,197792.75086587522
1594944000.0,2.127,2.142,1.91,2.0589,122339.25708953,249930.0347140312
1595030400.0,2.056,2.303,1.9516,2.2588,173283.72860302,372153.93734450854
1595116800.0,2.2587,3.3344,2.0869,2.48,107532.46970448,250679.17579257808
1595203200.0,2.48,3.1,2.4,2.9934,159228.78912581,438018.3078414341
1595289600.0,3.0493,3.9288,2.612,2.6903,275059.33435771,874778.5164028538
1595376000.0,2.6904,3.1274,2.5,2.8803,119423.91538807,337911.992994267
1595462400.0,2.8984,4.37,2.81,2.925,167202.89114187,520432.6286054674
1595548800.0,2.8891,3.1016,2.4,2.7163,158341.34653012,444130.02935218654
1595635200.0,2.7379,2.83,2.4406,2.49,70074.64193591,182543.86399000222
1595721600.0,2.585,2.6777,2.46,2.48,82699.59461744,210310.17349625457
1595808000.0,2.46,2.6609,2.19,2.3415,143381.62715979,333812.60212715104
1595894400.0,2.3754,2.4879,1.9305,2.094,191021.30777261,400172.1414861853
1595980800.0,2.0626,2.7271,2.0475,2.607,204854.37656587,512974.866274586
1596067200.0,2.6127,2.84,2.4506,2.5218,46327.452191,120044.97588652628
1596153600.0,2.4901,2.5073,2.3329,2.4278,40439.69789009,97565.02850012307
1596240000.0,2.4393,2.56,2.3349,2.43,66060.13726452,160795.36608176056
1596326400.0,2.4555,2.582,2.4006,2.434,77379.56382474,192400.63240870245
1596412800.0,2.4394,2.4697,2.2043,2.3759,86379.98052392,200093.67429802616
1596499200.0,2.3662,2.5101,2.3655,2.4024,47847.3638111,118737.89844332707
1596585600.0,2.4484,2.871,2.4483,2.8026,109655.88470135,296256.1043175525
1596672000.0,2.8128,2.9966,2.6735,2.9872,77882.25421177,220353.01419541502
1596758400.0,2.9939,3.66,2.62,3.3913,386632.29354289,1297134.216334791
1596844800.0,3.38,3.7023,3.2101,3.5442,179194.75704382,626412.4683949334
1596931200.0,3.5532,4.5067,3.4164,4.2474,166214.37219369,683446.5557619568
1597017600.0,4.2136,4.6759,3.8649,4.6759,125082.67633157,529512.209651877
1597104000.0,4.6767,6.0,4.0,4.4463,352501.59779045,1635212.9829546127
1597190400.0,4.5114,4.5974,3.7054,4.1319,203002.72768721,835347.1772872838
1597276800.0,4.05,4.5846,3.82,4.5192,99653.34784174,425162.10037315567
1597363200.0,4.5189,4.5398,3.86,4.1529,175332.64347288,743935.6225943721
1597449600.0,4.1611,4.4845,4.1,4.3465,80769.4280081,344647.946992339
1597536000.0,4.3105,4.8,4.1099,4.5737,89313.52080414,405280.27717840683
1597622400.0,4.512,5.3949,4.41,5.117,150387.83261716,764326.2301880831
1597708800.0,5.0824,5.63,4.66,4.7152,124259.72663248,624404.3901184596
1597795200.0,4.893,5.0879,4.141,4.4014,90501.11066827,414736.7442879337
1597881600.0,4.3859,4.6675,3.9604,4.2186,107752.5153054,453473.1633347334
1597968000.0,4.1375,4.8756,4.1001,4.644,54016.80811167,243078.58210374866
1598054400.0,4.5467,4.6916,3.8589,3.9412,110474.8951194,454796.6920764505
1598140800.0,3.9374,4.1615,3.5304,4.0221,81857.56150148,316213.37620751833
1598227200.0,4.0061,4.2329,3.7472,4.15,65799.92555594,264631.03201806283
1598313600.0,4.1722,4.3,4.0081,4.1878,30745.23297338,127938.0380609737
1598400000.0,4.188,4.1955,3.7296,3.9285,37688.44508062,146932.24788315824
1598486400.0,3.9001,4.2463,3.8492,4.04,45999.0862594,188813.93511746192
1598572800.0,4.0358,4.1954,3.7425,3.9004,88644.27084236,346867.0141649907
1598659200.0,3.8859,4.1201,3.8207,4.08,91776.15979108,368415.6549891819
1598745600.0,4.0593,4.2029,4.0075,4.0853,76908.6673446,315157.7724790311
1598832000.0,4.0902,4.69,4.0631,4.362,146350.45910101,632279.3143262581
1598918400.0,4.329,4.3825,4.04,4.04,84399.09469123,353404.56771949056
1599004800.0,4.0401,4.1397,3.8295,3.9,94000.83922454,371394.37950489856
1599091200.0,3.9001,3.9735,3.3389,3.5997,160008.7398809,573538.8375652411
1599177600.0,3.5915,4.08,2.6251,2.6251,178247.60895581,556515.2897259782
1599264000.0,2.6301,2.8995,2.3178,2.8577,99183.91519489,264096.12508017186
1599350400.0,2.8995,2.8997,2.13,2.3,187859.71641775,443453.95616037434
1599436800.0,2.2877,2.5741,2.0703,2.4101,129622.1053123,302760.7424624242
1599523200.0,2.4103,2.5028,2.062,2.4031,105336.03321582,233227.44838975297
1599609600.0,2.4227,2.6011,2.2251,2.2851,119359.45086121,277292.86226352764
