;acceptedDate;costAndExpenses;costOfRevenue;date;depreciationAndAmortization;ebitda;ebitdaratio;eps;epsdiluted;fillingDate;generalAndAdministrativeExpenses;grossProfit;grossProfitRatio;incomeBeforeTax;incomeBeforeTaxRatio;incomeTaxExpense;interestExpense;netIncome;netIncomeRatio;operatingExpenses;operatingIncome;operatingIncomeRatio;otherExpenses;period;reportedCurrency;researchAndDevelopmentExpenses;revenue;sellingAndMarketingExpenses;symbol;totalOtherIncomeExpensesNet;weightedAverageShsOut;weightedAverageShsOutDil;yearInt;accountPayables;accumulatedOtherComprehensiveIncomeLoss;cashAndCashEquivalents;cashAndShortTermInvestments;commonStock;deferredRevenue;deferredRevenueNonCurrent;deferredTaxLiabilitiesNonCurrent;goodwill;goodwillAndIntangibleAssets;intangibleAssets;inventory;longTermDebt;longTermInvestments;netDebt;netReceivables;otherAssets;otherCurrentAssets;otherCurrentLiabilities;otherLiabilities;otherNonCurrentAssets;otherNonCurrentLiabilities;othertotalStockholdersEquity;propertyPlantEquipmentNet;retainedEarnings;shortTermDebt;shortTermInvestments;taxAssets;taxPayables;totalAssets;totalCurrentAssets;totalCurrentLiabilities;totalDebt;totalInvestments;totalLiabilities;totalLiabilitiesAndStockholdersEquity;totalNonCurrentAssets;totalNonCurrentLiabilities;totalStockholdersEquity;assetTurnover;capitalExpenditureCoverageRatio;cashConversionCycle;cashFlowCoverageRatios;cashFlowToDebtRatio;cashPerShare;cashRatio;companyEquityMultiplier;currentRatio;daysOfInventoryOutstanding;daysOfPayablesOutstanding;daysOfSalesOutstanding;debtEquityRatio;debtRatio;dividendPaidAndCapexCoverageRatio;dividendPayoutRatio;dividendYield;ebitPerRevenue;ebtPerEbit;effectiveTaxRate;enterpriseValueMultiple;fixedAssetTurnover;freeCashFlowOperatingCashFlowRatio;freeCashFlowPerShare;grossProfitMargin;interestCoverage;inventoryTurnover;longTermDebtToCapitalization;netIncomePerEBT;netProfitMargin;operatingCashFlowPerShare;operatingCashFlowSalesRatio;operatingCycle;operatingProfitMargin;payablesTurnover;payoutRatio;pretaxProfitMargin;priceBookValueRatio;priceCashFlowRatio;priceEarningsRatio;priceEarningsToGrowthRatio;priceFairValue;priceSalesRatio;priceToBookRatio;priceToFreeCashFlowsRatio;priceToOperatingCashFlowsRatio;priceToSalesRatio;quickRatio;receivablesTurnover;returnOnAssets;returnOnCapitalEmployed;returnOnEquity;shortTermCoverageRatios;totalDebtToCapitalization;accountsPayables;accountsReceivables;acquisitionsNet;capitalExpenditure;cashAtBeginningOfPeriod;cashAtEndOfPeriod;changeInWorkingCapital;commonStockIssued;commonStockRepurchased;debtRepayment;deferredIncomeTax;dividendsPaid;effectOfForexChangesOnCash;freeCashFlow;investmentsInPropertyPlantAndEquipment;netCashProvidedByOperatingActivities;netCashUsedForInvestingActivites;netCashUsedProvidedByFinancingActivities;netChangeInCash;operatingCashFlow;otherFinancingActivites;otherInvestingActivites;otherNonCashItems;otherWorkingCapital;purchasesOfInvestments;salesMaturitiesOfInvestments;stockBasedCompensation;adjClose;change;changeOverTime;changePercent;close;high;indexDate;label;low;open;unadjustedVolume;volume;vwap
0;2020-10-29 18:06:25;208227000000;169559000000;2021-05-21;11056000000;77344000000;0.281747809773601;3.31;3.28;2020-10-30;19916000000;104956000000;0.382332477278109;67091000000;0.244398302460703;9680000000;2873000000;57411000000;0.209136112780722;38668000000;66288000000;0.241473143544069;-87000000;FY;USD;18752000000;274515000000;0.0;AAPL;-87000000;17352119000;17528214000;2020;42296000000;-406000000;38016000000;90943000000;50779000000;6643000000;0.0;0.0;0.0;0.0;0.0;-127000000;98667000000;52927000000.0;74420000000;37445000000;90482000000.0;11264000000;42684000000.0;0.0;42522000000;26320000000;0.0;36766000000;14966000000;13769000000;52927000000;0.0;0.0;323888000000;143713000000;105392000000;112436000000;105854000000.0;258549000000;323888000000;180175000000;153157000000;65339000000;0.8475615027416885;-11.037624846080176;-32.518771980624756;0.7175104059198122;0.7175104059198122;5.241031369137106;0.36071049035979963;4.957039440456695;1.3636044481554577;8.741883356235881;91.04818971567418;49.78753437881355;3.957039440456695;0.7982666847799239;11.912876550502068;0.2452665865426486;0.007053332328502797;0.24147314354406862;1.0121138064204682;0.14428164731484103;26.773652035146323;7.466545177609748;0.909400798274537;4.2280138811865;0.38233247727810865;23.07274625826662;41.75301649839941;0.6016060388034584;0.855718352685159;0.20913611278072236;4.649230448454163;0.2938782944465694;58.52941773504943;0.24147314354406862;4.008866086627577;0.24526658654264863;0.24439830246070343;30.553901085207258;24.74603147242429;34.773150493918536;3.2774378851354733;30.553901085207258;7.272321523437178;30.553901085207258;27.211358863304806;24.74603147242429;7.272321523437178;1.2181949294064065;7.331152356789959;0.1772557180259843;0.3033831282952548;0.8786635853012749;5.8591037838623;0.6324623822247223;-4062000000;6917000000;-1524000000.0;-7309000000;50224000000;39789000000;-18780000000;880000000;-72358000000;-12629000000;-215000000;-14081000000;0.0;73365000000;-7309000000;80674000000;-4289000000;-86820000000;-10435000000;80674000000;-3760000000;-791000000;-97000000;38321000000;-115148000000;120483000000;6829000000;125.43;-2.39;-0.0187;-1.87;125.43;128.0;20210521;May 21, 21;125.21;127.82;79388743.0;79388743.0;126.21333
1;2020-10-29 18:06:25;208227000000;169559000000;2021-05-20;11056000000;77344000000;0.281747809773601;3.31;3.28;2020-10-30;19916000000;104956000000;0.382332477278109;67091000000;0.244398302460703;9680000000;2873000000;57411000000;0.209136112780722;38668000000;66288000000;0.241473143544069;-87000000;FY;USD;18752000000;274515000000;0.0;AAPL;-87000000;17352119000;17528214000;2020;42296000000;-406000000;38016000000;90943000000;50779000000;6643000000;0.0;0.0;0.0;0.0;0.0;-127000000;98667000000;52927000000.0;74420000000;37445000000;90482000000.0;11264000000;42684000000.0;0.0;42522000000;26320000000;0.0;36766000000;14966000000;13769000000;52927000000;0.0;0.0;323888000000;143713000000;105392000000;112436000000;105854000000.0;258549000000;323888000000;180175000000;153157000000;65339000000;0.8475615027416885;-11.037624846080176;-32.518771980624756;0.7175104059198122;0.7175104059198122;5.241031369137106;0.36071049035979963;4.957039440456695;1.3636044481554577;8.741883356235881;91.04818971567418;49.78753437881355;3.957039440456695;0.7982666847799239;11.912876550502068;0.2452665865426486;0.007053332328502797;0.24147314354406862;1.0121138064204682;0.14428164731484103;26.773652035146323;7.466545177609748;0.909400798274537;4.2280138811865;0.38233247727810865;23.07274625826662;41.75301649839941;0.6016060388034584;0.855718352685159;0.20913611278072236;4.649230448454163;0.2938782944465694;58.52941773504943;0.24147314354406862;4.008866086627577;0.24526658654264863;0.24439830246070343;30.553901085207258;24.74603147242429;34.773150493918536;3.2774378851354733;30.553901085207258;7.272321523437178;30.553901085207258;27.211358863304806;24.74603147242429;7.272321523437178;1.2181949294064065;7.331152356789959;0.1772557180259843;0.3033831282952548;0.8786635853012749;5.8591037838623;0.6324623822247223;-4062000000;6917000000;-1524000000.0;-7309000000;50224000000;39789000000;-18780000000;880000000;-72358000000;-12629000000;-215000000;-14081000000;0.0;73365000000;-7309000000;80674000000;-4289000000;-86820000000;-10435000000;80674000000;-3760000000;-791000000;-97000000;38321000000;-115148000000;120483000000;6829000000;127.31;2.08;0.01661;1.661;127.31;127.72;20210520;May 20, 21;125.1;125.23;73359943.0;73359943.0;126.71
2;2020-10-29 18:06:25;208227000000;169559000000;2021-05-19;11056000000;77344000000;0.281747809773601;3.31;3.28;2020-10-30;19916000000;104956000000;0.382332477278109;67091000000;0.244398302460703;9680000000;2873000000;57411000000;0.209136112780722;38668000000;66288000000;0.241473143544069;-87000000;FY;USD;18752000000;274515000000;0.0;AAPL;-87000000;17352119000;17528214000;2020;42296000000;-406000000;38016000000;90943000000;50779000000;6643000000;0.0;0.0;0.0;0.0;0.0;-127000000;98667000000;52927000000.0;74420000000;37445000000;90482000000.0;11264000000;42684000000.0;0.0;42522000000;26320000000;0.0;36766000000;14966000000;13769000000;52927000000;0.0;0.0;323888000000;143713000000;105392000000;112436000000;105854000000.0;258549000000;323888000000;180175000000;153157000000;65339000000;0.8475615027416885;-11.037624846080176;-32.518771980624756;0.7175104059198122;0.7175104059198122;5.241031369137106;0.36071049035979963;4.957039440456695;1.3636044481554577;8.741883356235881;91.04818971567418;49.78753437881355;3.957039440456695;0.7982666847799239;11.912876550502068;0.2452665865426486;0.007053332328502797;0.24147314354406862;1.0121138064204682;0.14428164731484103;26.773652035146323;7.466545177609748;0.909400798274537;4.2280138811865;0.38233247727810865;23.07274625826662;41.75301649839941;0.6016060388034584;0.855718352685159;0.20913611278072236;4.649230448454163;0.2938782944465694;58.52941773504943;0.24147314354406862;4.008866086627577;0.24526658654264863;0.24439830246070343;30.553901085207258;24.74603147242429;34.773150493918536;3.2774378851354733;30.553901085207258;7.272321523437178;30.553901085207258;27.211358863304806;24.74603147242429;7.272321523437178;1.2181949294064065;7.331152356789959;0.1772557180259843;0.3033831282952548;0.8786635853012749;5.8591037838623;0.6324623822247223;-4062000000;6917000000;-1524000000.0;-7309000000;50224000000;39789000000;-18780000000;880000000;-72358000000;-12629000000;-215000000;-14081000000;0.0;73365000000;-7309000000;80674000000;-4289000000;-86820000000;-10435000000;80674000000;-3760000000;-791000000;-97000000;38321000000;-115148000000;120483000000;6829000000;124.69;1.53;0.01242;1.242;124.69;124.92;20210519;May 19, 21;122.88;123.16;86428018.0;86428018.0;124.16333
3;2020-10-29 18:06:25;208227000000;169559000000;2021-05-18;11056000000;77344000000;0.281747809773601;3.31;3.28;2020-10-30;19916000000;104956000000;0.382332477278109;67091000000;0.244398302460703;9680000000;2873000000;57411000000;0.209136112780722;38668000000;66288000000;0.241473143544069;-87000000;FY;USD;18752000000;274515000000;0.0;AAPL;-87000000;17352119000;17528214000;2020;42296000000;-406000000;38016000000;90943000000;50779000000;6643000000;0.0;0.0;0.0;0.0;0.0;-127000000;98667000000;52927000000.0;74420000000;37445000000;90482000000.0;11264000000;42684000000.0;0.0;42522000000;26320000000;0.0;36766000000;14966000000;13769000000;52927000000;0.0;0.0;323888000000;143713000000;105392000000;112436000000;105854000000.0;258549000000;323888000000;180175000000;153157000000;65339000000;0.8475615027416885;-11.037624846080176;-32.518771980624756;0.7175104059198122;0.7175104059198122;5.241031369137106;0.36071049035979963;4.957039440456695;1.3636044481554577;8.741883356235881;91.04818971567418;49.78753437881355;3.957039440456695;0.7982666847799239;11.912876550502068;0.2452665865426486;0.007053332328502797;0.24147314354406862;1.0121138064204682;0.14428164731484103;26.773652035146323;7.466545177609748;0.909400798274537;4.2280138811865;0.38233247727810865;23.07274625826662;41.75301649839941;0.6016060388034584;0.855718352685159;0.20913611278072236;4.649230448454163;0.2938782944465694;58.52941773504943;0.24147314354406862;4.008866086627577;0.24526658654264863;0.24439830246070343;30.553901085207258;24.74603147242429;34.773150493918536;3.2774378851354733;30.553901085207258;7.272321523437178;30.553901085207258;27.211358863304806;24.74603147242429;7.272321523437178;1.2181949294064065;7.331152356789959;0.1772557180259843;0.3033831282952548;0.8786635853012749;5.8591037838623;0.6324623822247223;-4062000000;6917000000;-1524000000.0;-7309000000;50224000000;39789000000;-18780000000;880000000;-72358000000;-12629000000;-215000000;-14081000000;0.0;73365000000;-7309000000;80674000000;-4289000000;-86820000000;-10435000000;80674000000;-3760000000;-791000000;-97000000;38321000000;-115148000000;120483000000;6829000000;124.85;-1.71;-0.01351;-1.351;124.85;126.99;20210518;May 18, 21;124.78;126.56;60196256.0;60196256.0;125.54
4;2020-10-29 18:06:25;208227000000;169559000000;2021-05-17;11056000000;77344000000;0.281747809773601;3.31;3.28;2020-10-30;19916000000;104956000000;0.382332477278109;67091000000;0.244398302460703;9680000000;2873000000;57411000000;0.209136112780722;38668000000;66288000000;0.241473143544069;-87000000;FY;USD;18752000000;274515000000;0.0;AAPL;-87000000;17352119000;17528214000;2020;42296000000;-406000000;38016000000;90943000000;50779000000;6643000000;0.0;0.0;0.0;0.0;0.0;-127000000;98667000000;52927000000.0;74420000000;37445000000;90482000000.0;11264000000;42684000000.0;0.0;42522000000;26320000000;0.0;36766000000;14966000000;13769000000;52927000000;0.0;0.0;323888000000;143713000000;105392000000;112436000000;105854000000.0;258549000000;323888000000;180175000000;153157000000;65339000000;0.8475615027416885;-11.037624846080176;-32.518771980624756;0.7175104059198122;0.7175104059198122;5.241031369137106;0.36071049035979963;4.957039440456695;1.3636044481554577;8.741883356235881;91.04818971567418;49.78753437881355;3.957039440456695;0.7982666847799239;11.912876550502068;0.2452665865426486;0.007053332328502797;0.24147314354406862;1.0121138064204682;0.14428164731484103;26.773652035146323;7.466545177609748;0.909400798274537;4.2280138811865;0.38233247727810865;23.07274625826662;41.75301649839941;0.6016060388034584;0.855718352685159;0.20913611278072236;4.649230448454163;0.2938782944465694;58.52941773504943;0.24147314354406862;4.008866086627577;0.24526658654264863;0.24439830246070343;30.553901085207258;24.74603147242429;34.773150493918536;3.2774378851354733;30.553901085207258;7.272321523437178;30.553901085207258;27.211358863304806;24.74603147242429;7.272321523437178;1.2181949294064065;7.331152356789959;0.1772557180259843;0.3033831282952548;0.8786635853012749;5.8591037838623;0.6324623822247223;-4062000000;6917000000;-1524000000.0;-7309000000;50224000000;39789000000;-18780000000;880000000;-72358000000;-12629000000;-215000000;-14081000000;0.0;73365000000;-7309000000;80674000000;-4289000000;-86820000000;-10435000000;80674000000;-3760000000;-791000000;-97000000;38321000000;-115148000000;120483000000;6829000000;126.27;-0.55;-0.00434;-434;126.27;126.92;20210517;May 17, 21;125.17;126.82;68472910.0;68472910.0;126.12
5;2020-10-29 18:06:25;208227000000;169559000000;2021-05-14;11056000000;77344000000;0.281747809773601;3.31;3.28;2020-10-30;19916000000;104956000000;0.382332477278109;67091000000;0.244398302460703;9680000000;2873000000;57411000000;0.209136112780722;38668000000;66288000000;0.241473143544069;-87000000;FY;USD;18752000000;274515000000;0.0;AAPL;-87000000;17352119000;17528214000;2020;42296000000;-406000000;38016000000;90943000000;50779000000;6643000000;0.0;0.0;0.0;0.0;0.0;-127000000;98667000000;52927000000.0;74420000000;37445000000;90482000000.0;11264000000;42684000000.0;0.0;42522000000;26320000000;0.0;36766000000;14966000000;13769000000;52927000000;0.0;0.0;323888000000;143713000000;105392000000;112436000000;105854000000.0;258549000000;323888000000;180175000000;153157000000;65339000000;0.8475615027416885;-11.037624846080176;-32.518771980624756;0.7175104059198122;0.7175104059198122;5.241031369137106;0.36071049035979963;4.957039440456695;1.3636044481554577;8.741883356235881;91.04818971567418;49.78753437881355;3.957039440456695;0.7982666847799239;11.912876550502068;0.2452665865426486;0.007053332328502797;0.24147314354406862;1.0121138064204682;0.14428164731484103;26.773652035146323;7.466545177609748;0.909400798274537;4.2280138811865;0.38233247727810865;23.07274625826662;41.75301649839941;0.6016060388034584;0.855718352685159;0.20913611278072236;4.649230448454163;0.2938782944465694;58.52941773504943;0.24147314354406862;4.008866086627577;0.24526658654264863;0.24439830246070343;30.553901085207258;24.74603147242429;34.773150493918536;3.2774378851354733;30.553901085207258;7.272321523437178;30.553901085207258;27.211358863304806;24.74603147242429;7.272321523437178;1.2181949294064065;7.331152356789959;0.1772557180259843;0.3033831282952548;0.8786635853012749;5.8591037838623;0.6324623822247223;-4062000000;6917000000;-1524000000.0;-7309000000;50224000000;39789000000;-18780000000;880000000;-72358000000;-12629000000;-215000000;-14081000000;0.0;73365000000;-7309000000;80674000000;-4289000000;-86820000000;-10435000000;80674000000;-3760000000;-791000000;-97000000;38321000000;-115148000000;120483000000;6829000000;127.45;1.2;0.0095;0.95;127.45;127.89;20210514;May 14, 21;125.85;126.25;78672853.0;78672853.0;127.06333
6;2020-10-29 18:06:25;208227000000;169559000000;2021-05-13;11056000000;77344000000;0.281747809773601;3.31;3.28;2020-10-30;19916000000;104956000000;0.382332477278109;67091000000;0.244398302460703;9680000000;2873000000;57411000000;0.209136112780722;38668000000;66288000000;0.241473143544069;-87000000;FY;USD;18752000000;274515000000;0.0;AAPL;-87000000;17352119000;17528214000;2020;42296000000;-406000000;38016000000;90943000000;50779000000;6643000000;0.0;0.0;0.0;0.0;0.0;-127000000;98667000000;52927000000.0;74420000000;37445000000;90482000000.0;11264000000;42684000000.0;0.0;42522000000;26320000000;0.0;36766000000;14966000000;13769000000;52927000000;0.0;0.0;323888000000;143713000000;105392000000;112436000000;105854000000.0;258549000000;323888000000;180175000000;153157000000;65339000000;0.8475615027416885;-11.037624846080176;-32.518771980624756;0.7175104059198122;0.7175104059198122;5.241031369137106;0.36071049035979963;4.957039440456695;1.3636044481554577;8.741883356235881;91.04818971567418;49.78753437881355;3.957039440456695;0.7982666847799239;11.912876550502068;0.2452665865426486;0.007053332328502797;0.24147314354406862;1.0121138064204682;0.14428164731484103;26.773652035146323;7.466545177609748;0.909400798274537;4.2280138811865;0.38233247727810865;23.07274625826662;41.75301649839941;0.6016060388034584;0.855718352685159;0.20913611278072236;4.649230448454163;0.2938782944465694;58.52941773504943;0.24147314354406862;4.008866086627577;0.24526658654264863;0.24439830246070343;30.553901085207258;24.74603147242429;34.773150493918536;3.2774378851354733;30.553901085207258;7.272321523437178;30.553901085207258;27.211358863304806;24.74603147242429;7.272321523437178;1.2181949294064065;7.331152356789959;0.1772557180259843;0.3033831282952548;0.8786635853012749;5.8591037838623;0.6324623822247223;-4062000000;6917000000;-1524000000.0;-7309000000;50224000000;39789000000;-18780000000;880000000;-72358000000;-12629000000;-215000000;-14081000000;0.0;73365000000;-7309000000;80674000000;-4289000000;-86820000000;-10435000000;80674000000;-3760000000;-791000000;-97000000;38321000000;-115148000000;120483000000;6829000000;124.97;0.39;0.00313;313;124.97;126.15;20210513;May 13, 21;124.26;124.58;102915365.0;102915365.0;125.12667
7;2020-10-29 18:06:25;208227000000;169559000000;2021-05-12;11056000000;77344000000;0.281747809773601;3.31;3.28;2020-10-30;19916000000;104956000000;0.382332477278109;67091000000;0.244398302460703;9680000000;2873000000;57411000000;0.209136112780722;38668000000;66288000000;0.241473143544069;-87000000;FY;USD;18752000000;274515000000;0.0;AAPL;-87000000;17352119000;17528214000;2020;42296000000;-406000000;38016000000;90943000000;50779000000;6643000000;0.0;0.0;0.0;0.0;0.0;-127000000;98667000000;52927000000.0;74420000000;37445000000;90482000000.0;11264000000;42684000000.0;0.0;42522000000;26320000000;0.0;36766000000;14966000000;13769000000;52927000000;0.0;0.0;323888000000;143713000000;105392000000;112436000000;105854000000.0;258549000000;323888000000;180175000000;153157000000;65339000000;0.8475615027416885;-11.037624846080176;-32.518771980624756;0.7175104059198122;0.7175104059198122;5.241031369137106;0.36071049035979963;4.957039440456695;1.3636044481554577;8.741883356235881;91.04818971567418;49.78753437881355;3.957039440456695;0.7982666847799239;11.912876550502068;0.2452665865426486;0.007053332328502797;0.24147314354406862;1.0121138064204682;0.14428164731484103;26.773652035146323;7.466545177609748;0.909400798274537;4.2280138811865;0.38233247727810865;23.07274625826662;41.75301649839941;0.6016060388034584;0.855718352685159;0.20913611278072236;4.649230448454163;0.2938782944465694;58.52941773504943;0.24147314354406862;4.008866086627577;0.24526658654264863;0.24439830246070343;30.553901085207258;24.74603147242429;34.773150493918536;3.2774378851354733;30.553901085207258;7.272321523437178;30.553901085207258;27.211358863304806;24.74603147242429;7.272321523437178;1.2181949294064065;7.331152356789959;0.1772557180259843;0.3033831282952548;0.8786635853012749;5.8591037838623;0.6324623822247223;-4062000000;6917000000;-1524000000.0;-7309000000;50224000000;39789000000;-18780000000;880000000;-72358000000;-12629000000;-215000000;-14081000000;0.0;73365000000;-7309000000;80674000000;-4289000000;-86820000000;-10435000000;80674000000;-3760000000;-791000000;-97000000;38321000000;-115148000000;120483000000;6829000000;122.77;-0.63;-0.00511;-511;122.77;124.64;20210512;May 12, 21;122.25;123.4;107049248.0;107049248.0;123.22
8;2020-10-29 18:06:25;208227000000;169559000000;2021-05-11;11056000000;77344000000;0.281747809773601;3.31;3.28;2020-10-30;19916000000;104956000000;0.382332477278109;67091000000;0.244398302460703;9680000000;2873000000;57411000000;0.209136112780722;38668000000;66288000000;0.241473143544069;-87000000;FY;USD;18752000000;274515000000;0.0;AAPL;-87000000;17352119000;17528214000;2020;42296000000;-406000000;38016000000;90943000000;50779000000;6643000000;0.0;0.0;0.0;0.0;0.0;-127000000;98667000000;52927000000.0;74420000000;37445000000;90482000000.0;11264000000;42684000000.0;0.0;42522000000;26320000000;0.0;36766000000;14966000000;13769000000;52927000000;0.0;0.0;323888000000;143713000000;105392000000;112436000000;105854000000.0;258549000000;323888000000;180175000000;153157000000;65339000000;0.8475615027416885;-11.037624846080176;-32.518771980624756;0.7175104059198122;0.7175104059198122;5.241031369137106;0.36071049035979963;4.957039440456695;1.3636044481554577;8.741883356235881;91.04818971567418;49.78753437881355;3.957039440456695;0.7982666847799239;11.912876550502068;0.2452665865426486;0.007053332328502797;0.24147314354406862;1.0121138064204682;0.14428164731484103;26.773652035146323;7.466545177609748;0.909400798274537;4.2280138811865;0.38233247727810865;23.07274625826662;41.75301649839941;0.6016060388034584;0.855718352685159;0.20913611278072236;4.649230448454163;0.2938782944465694;58.52941773504943;0.24147314354406862;4.008866086627577;0.24526658654264863;0.24439830246070343;30.553901085207258;24.74603147242429;34.773150493918536;3.2774378851354733;30.553901085207258;7.272321523437178;30.553901085207258;27.211358863304806;24.74603147242429;7.272321523437178;1.2181949294064065;7.331152356789959;0.1772557180259843;0.3033831282952548;0.8786635853012749;5.8591037838623;0.6324623822247223;-4062000000;6917000000;-1524000000.0;-7309000000;50224000000;39789000000;-18780000000;880000000;-72358000000;-12629000000;-215000000;-14081000000;0.0;73365000000;-7309000000;80674000000;-4289000000;-86820000000;-10435000000;80674000000;-3760000000;-791000000;-97000000;38321000000;-115148000000;120483000000;6829000000;125.91;2.41;0.01951;1.951;125.91;126.27;20210511;May 11, 21;122.77;123.5;125168662.0;125168662.0;124.98333
9;2020-10-29 18:06:25;208227000000;169559000000;2021-05-10;11056000000;77344000000;0.281747809773601;3.31;3.28;2020-10-30;19916000000;104956000000;0.382332477278109;67091000000;0.244398302460703;9680000000;2873000000;57411000000;0.209136112780722;38668000000;66288000000;0.241473143544069;-87000000;FY;USD;18752000000;274515000000;0.0;AAPL;-87000000;17352119000;17528214000;2020;42296000000;-406000000;38016000000;90943000000;50779000000;6643000000;0.0;0.0;0.0;0.0;0.0;-127000000;98667000000;52927000000.0;74420000000;37445000000;90482000000.0;11264000000;42684000000.0;0.0;42522000000;26320000000;0.0;36766000000;14966000000;13769000000;52927000000;0.0;0.0;323888000000;143713000000;105392000000;112436000000;105854000000.0;258549000000;323888000000;180175000000;153157000000;65339000000;0.8475615027416885;-11.037624846080176;-32.518771980624756;0.7175104059198122;0.7175104059198122;5.241031369137106;0.36071049035979963;4.957039440456695;1.3636044481554577;8.741883356235881;91.04818971567418;49.78753437881355;3.957039440456695;0.7982666847799239;11.912876550502068;0.2452665865426486;0.007053332328502797;0.24147314354406862;1.0121138064204682;0.14428164731484103;26.773652035146323;7.466545177609748;0.909400798274537;4.2280138811865;0.38233247727810865;23.07274625826662;41.75301649839941;0.6016060388034584;0.855718352685159;0.20913611278072236;4.649230448454163;0.2938782944465694;58.52941773504943;0.24147314354406862;4.008866086627577;0.24526658654264863;0.24439830246070343;30.553901085207258;24.74603147242429;34.773150493918536;3.2774378851354733;30.553901085207258;7.272321523437178;30.553901085207258;27.211358863304806;24.74603147242429;7.272321523437178;1.2181949294064065;7.331152356789959;0.1772557180259843;0.3033831282952548;0.8786635853012749;5.8591037838623;0.6324623822247223;-4062000000;6917000000;-1524000000.0;-7309000000;50224000000;39789000000;-18780000000;880000000;-72358000000;-12629000000;-215000000;-14081000000;0.0;73365000000;-7309000000;80674000000;-4289000000;-86820000000;-10435000000;80674000000;-3760000000;-791000000;-97000000;38321000000;-115148000000;120483000000;6829000000;126.85;-2.56;-0.01978;-1.978;126.85;129.54;20210510;May 10, 21;126.81;129.41;88181607.0;88181607.0;127.73333
